English (en),Finnish (fi),Positive,Negative,Anger,Anticipation,Disgust,Fear,Joy,Sadness,Surprise,Trust
hourly,tunti-,0,0,0,0,0,0,0,0,0,0
house,talo,0,0,0,0,0,0,0,0,0,0
household,kotitalous,1,0,0,0,0,0,0,0,0,0
householder,isäntä,0,0,0,0,0,0,0,0,0,0
housekeeper,taloudenhoitaja,0,0,0,0,0,0,0,0,0,0
housekeeping,taloudenhoito,1,0,0,0,0,0,0,0,0,0
housewife,kotivaimo,0,0,0,0,0,0,0,0,0,0
housing,kotelo,0,0,0,0,0,0,0,0,0,0
hovercraft,ilmatyynyalus,0,0,0,0,0,0,0,0,0,0
howl,ulvonta,0,1,1,0,1,1,0,1,1,0
howsoever,syystä riippumatta,0,0,0,0,0,0,0,0,0,0
hoy,NO TRANSLATION,0,0,0,0,0,0,0,0,0,0
hub,napa,0,0,0,0,0,0,0,0,0,0
huddle,värjötellä,0,0,0,0,0,0,0,0,0,0
hue,värisävy,0,0,0,0,0,0,0,0,0,0
huff,puuskahtaa,0,1,1,0,1,0,0,0,0,0
hug,halata,1,0,0,0,0,0,1,0,0,1
huge,valtava,0,0,0,0,0,0,0,0,0,0
hulk,purkki,0,0,0,0,1,0,0,0,0,0
hull,runko,0,0,0,0,0,0,0,0,0,0
hum,hyräillä,0,0,0,0,0,0,0,0,0,0
human,ihmisen,0,0,0,0,0,0,0,0,0,0
humane,inhimillinen,1,0,0,0,0,0,0,0,0,0
humanitarian,humanitaarinen,1,0,0,1,0,0,1,0,1,1
humanities,humanistiset tieteet,0,0,0,0,0,0,0,0,0,0
humanity,ihmiskunta,1,0,0,0,0,0,1,0,0,1
humble,nöyrä,1,1,0,0,1,0,0,1,0,0
humbled,nöyräksi,1,0,0,0,0,0,0,1,0,0
humbly,nöyrästi,1,0,0,0,0,0,0,0,0,0
humbug,humpuuki,0,1,1,0,1,0,0,1,0,0
humid,kostea,0,0,0,0,0,0,0,0,0,0
humidity,kosteus,0,0,0,0,0,0,0,0,0,0
humiliate,nöyryyttää,0,1,1,0,0,0,0,1,0,0
humiliating,nöyryyttävä,0,1,0,0,1,0,0,0,0,0
humiliation,nöyryytys,0,1,0,0,1,0,0,1,0,0
humility,nöyryys,1,0,0,0,0,0,0,0,0,1
hummer,hummer,0,0,0,0,0,0,0,0,0,0
hummingbird,kolibri,0,0,0,0,0,0,0,0,0,0
humongous,hirvittävästi,0,0,0,0,0,0,0,0,0,0
humorist,humoristi,1,0,0,0,0,0,0,0,0,0
humorous,humoristinen,1,0,0,0,0,0,1,0,0,0
hump,kyttyrä,0,0,0,0,0,0,0,0,0,0
hunch,aavistus,0,1,0,0,0,0,0,0,0,0
hundred,sata,0,0,0,0,0,0,0,0,0,0
hundredth,sadasosa,0,0,0,0,0,0,0,0,0,0
hunger,nälkä,0,0,0,0,0,0,0,0,0,0
hungry,nälkäinen,0,1,0,1,0,0,0,0,0,0
hunk,kimpale,0,0,0,0,0,0,0,0,0,0
hunks,hunks,0,0,0,0,0,0,0,0,0,0
hunt,metsästää,0,0,0,0,0,0,0,0,0,0
hunter,metsästäjä,0,1,0,1,0,1,0,1,0,0
hunting,metsästys,0,1,1,1,0,1,0,0,0,0
hurl,heittää,0,0,0,0,0,0,0,0,0,0
hurrah,Hurraa,1,0,0,0,0,0,1,0,0,0
hurricane,Hurrikaani,0,1,0,0,0,1,0,0,0,0
hurried,hätäinen,0,1,0,1,0,0,0,0,0,0
hurry,kiire,0,0,0,1,0,0,0,0,0,0
hurt,satuttaa,0,1,1,0,0,1,0,1,0,0
hurtful,loukkaava,0,1,1,0,1,1,0,1,0,0
hurting,vahingoittaa,0,1,1,0,0,1,0,1,0,0
husbandry,karjanhoito,1,0,0,0,0,0,0,0,0,1
hush,hys,1,0,0,0,0,0,0,0,0,0
hushed,vaimealla,0,0,0,0,0,0,0,0,0,0
husk,NO TRANSLATION,0,0,0,0,0,0,0,0,0,0
husky,husky,0,0,0,0,0,0,0,0,0,0
hustle,touhu,0,0,0,0,0,0,0,0,0,0
hustler,huijari,0,1,0,0,0,0,0,0,0,0
hut,kota,1,0,0,0,0,0,0,1,0,0
hutch,häkki,0,0,0,0,0,0,0,0,0,0
hyacinth,hyasintti,0,0,0,0,0,0,0,0,0,0
hybrid,hybridi,0,0,0,0,0,0,0,0,0,0
hydra,tursas,0,1,0,0,0,1,0,0,0,0
hydraulics,hydrauliikka,0,0,0,0,0,0,0,0,0,0
hydrocephalus,vesipää,0,1,0,0,1,1,0,1,0,0
hydrodynamics,hydrodynamiikka,0,0,0,0,0,0,0,0,0,0
hydrogen,vety,0,0,0,0,0,0,0,0,0,0
hydrographic,hydrografinen,0,0,0,0,0,0,0,0,0,0
hydrology,hydrologia,0,0,0,0,0,0,0,0,0,0
hygiene,hygienia,0,0,0,0,0,0,0,0,0,0
hygienic,hygieeninen,1,0,0,0,0,0,0,0,0,0
hymn,virsi,1,0,0,1,0,0,1,1,0,1
hype,mainostemppu,0,1,0,1,0,0,0,0,0,0
hyperbole,liioittelu,0,1,0,0,0,0,0,0,0,0
hypertrophy,liikakasvu,0,0,0,0,1,1,0,0,1,0
hyphen,tavuviiva,0,0,0,0,0,0,0,0,0,0
hypnotic,hypnoottinen,0,0,0,0,0,0,0,0,0,0
hypnotized,hypnotized,0,0,0,0,0,0,0,0,0,0
hypocrisy,tekopyhyys,0,1,0,0,0,0,0,0,0,0
hypocrite,tekopyhä,0,1,0,0,1,0,0,0,0,0
hypocritical,tekopyhä,0,1,0,0,1,0,0,0,0,0
hypothesis,hypoteesi,0,0,0,1,0,0,0,0,1,0
hypothetical,hypoteettinen,0,0,0,0,0,0,0,0,0,0
hysteria,hysteria,0,1,0,0,0,1,0,0,0,0
hysterical,hysteerinen,0,1,1,0,0,1,0,0,0,0
ice,jää,0,0,0,0,0,0,0,0,0,0
iceberg,jäävuori,0,0,0,0,0,0,0,0,0,0
icon,ikoni,0,0,0,0,0,0,0,0,0,0
iconic,ikoninen,0,0,0,0,0,0,0,0,0,0
iconography,ikonografia,0,0,0,0,0,0,0,0,0,0
icy,jäinen,0,0,0,0,0,0,0,0,0,0
idea,ajatus,0,0,0,0,0,0,0,0,0,0
idealism,idealismi,1,0,0,0,0,0,0,0,0,0
idealist,idealisti,0,0,0,0,0,0,0,0,0,0
identical,identtinen,0,0,0,0,0,0,0,0,0,0
identically,identtisesti,0,0,0,0,0,0,0,0,0,0
identification,henkilöllisyystodistus,0,0,0,0,0,0,0,0,0,0
identify,tunnistaa,0,0,0,0,0,0,0,0,0,0
identity,identiteetti,0,0,0,0,0,0,0,0,0,0
ideology,ideologia,0,0,0,0,0,0,0,0,0,0
idiocy,typeryys,0,1,1,0,1,0,0,1,0,0
idiom,muotokieli,0,0,0,0,0,0,0,0,0,0
idiomatic,idiomaattinen,0,0,0,0,0,0,0,0,0,0
idiot,idiootti,0,1,0,0,1,0,0,0,0,0
idiotic,typerä,0,1,1,0,1,0,0,0,0,0
idle,tyhjäkäynti,0,0,0,0,0,0,0,0,0,0
idleness,toimettomuus,0,0,0,0,0,0,0,0,0,0
idler,tyhjäntoimittaja,0,1,0,0,0,0,0,0,0,0
idol,idoli,1,0,0,0,0,0,0,0,0,0
idolatry,palvonta,0,1,0,0,1,1,0,0,0,0
igloo,iglu,0,0,0,0,0,0,0,0,0,0
igneous,vulkaaninen,0,0,0,0,0,0,0,0,0,0
ignite,sytyttää,0,0,0,0,0,0,0,0,0,0
ignition,sytytys,0,0,0,0,0,0,0,0,0,0
ignorance,tietämättömyys,0,1,0,0,0,0,0,0,0,0
ignorant,oppimaton,0,1,0,0,1,0,0,0,0,0
ignore,jättää huomiotta,0,1,0,0,0,0,0,0,0,0
ilk,NO TRANSLATION,0,0,0,0,0,0,0,0,0,0
ill,sairas,0,1,1,0,1,1,0,1,0,0
illegal,laiton,0,1,1,0,1,1,0,1,0,0
illegality,laittomuus,0,1,1,0,1,1,0,0,0,0
illegally,laittomasti,0,0,0,0,0,0,0,0,0,0
illegible,epäselvä,0,1,0,0,0,0,0,0,0,0
illegitimate,avioton,0,1,1,0,1,1,0,1,1,0
illicit,laiton,0,1,1,0,1,1,0,0,0,0
illiterate,lukutaidoton,0,1,0,0,1,0,0,0,0,0
illness,sairaus,0,1,0,0,0,1,0,1,0,0
illogical,epälooginen,0,1,0,0,0,0,0,0,0,0
illuminate,NO TRANSLATION,1,0,0,1,0,0,1,0,1,0
illumination,valaistus,1,0,0,0,0,0,1,0,1,1
illuminator,valaisin,0,0,0,0,0,0,0,0,0,0
illusion,illuusio,0,1,0,0,0,0,0,0,1,0
illustrate,valaista,1,0,0,0,0,0,0,0,0,0
illustration,kuva,0,0,0,0,0,0,0,0,0,0
illustrative,valaiseva,0,0,0,0,0,0,0,0,0,0
illustrious,maineikas,1,0,0,0,0,0,0,0,0,0
image,kuva,0,0,0,0,0,0,0,0,0,0
imagery,kuvakieli,0,0,0,0,0,0,0,0,0,0
imaginary,kuvitteellinen,0,0,0,0,0,0,0,0,0,0
imagination,mielikuvitus,0,0,0,0,0,0,0,0,0,0
imaginative,mielikuvituksellinen,1,0,0,0,0,0,0,0,0,0
imagine,kuvitella,0,0,0,0,0,0,0,0,0,0
imagined,kuvitellut,0,0,0,0,0,0,0,0,0,0
imagining,kuvitella,0,0,0,0,0,0,0,0,0,0
imam,NO TRANSLATION,0,0,0,0,0,0,0,0,0,0
imbedded,NO TRANSLATION,0,0,0,0,0,0,0,0,0,0
imitate,jäljitellä,0,0,0,0,0,0,0,0,0,0
imitated,jäljitelty,0,1,0,0,0,0,0,0,0,0
imitation,jäljitelmä,0,1,0,0,0,0,0,0,0,0
immaculate,tahraton,1,0,0,0,0,0,1,0,0,1
immaterial,epäolennainen,0,0,0,0,0,0,0,0,0,0
immature,kehittymätön,0,1,0,1,0,0,0,0,0,0
immaturity,kypsymättömyyttä,0,1,1,1,0,0,0,0,0,0
immeasurable,mittaamaton,0,0,0,0,0,0,0,0,0,0
immeasurably,mittaamattomasti,0,0,0,0,0,0,0,0,0,0
immediacy,välittömyys,0,0,0,0,0,0,0,0,1,0
immediately,heti,1,1,0,1,0,0,0,0,0,0
immemorial,ikimuistoinen,0,0,0,0,0,0,0,0,0,0
immense,valtava,1,0,0,0,0,0,0,0,0,0
immerse,upottaa,1,0,0,1,0,1,1,0,1,1
immersion,upotus,0,0,0,0,0,0,0,0,0,0
immigrant,maahanmuuttaja,0,0,0,0,0,1,0,0,0,0
immigration,maahanmuutto,0,0,0,0,0,0,0,0,0,0
imminent,lähestyvä,0,0,0,1,0,1,0,0,0,0
immoral,moraaliton,0,1,1,0,1,1,0,1,0,0
immorality,moraalittomuus,0,1,1,0,1,0,0,0,0,0
immortal,kuolematon,1,0,0,0,0,0,0,0,0,0
immortality,kuolemattomuus,0,0,0,1,0,0,0,0,0,0
immovable,kiinteä,1,1,0,0,0,0,0,0,0,1
immune,immuuni,0,0,0,0,0,0,0,0,0,0
immunity,immuniteetti,0,0,0,0,0,0,0,0,0,0
immunization,immunisaatio,0,0,0,0,0,0,0,0,0,1
immutable,muuttumaton,0,0,0,0,0,0,0,0,0,0
imp,pikkupaholainen,0,0,0,0,0,0,0,0,0,0
impact,vaikutus,0,0,0,0,0,0,0,0,0,0
impair,heikentää,0,1,0,0,0,0,0,0,0,0
impairment,vajaatoiminta,0,1,0,0,0,0,0,0,0,0
impart,antaa,1,0,0,0,0,0,0,0,0,1
impartial,puolueeton,1,0,0,0,0,0,0,0,0,1
impartiality,puolueettomuus,1,0,0,0,0,0,0,0,0,1
impassable,läpipääsemätön,0,1,0,0,0,0,0,0,0,0
impassioned,kiihkeä,0,0,0,0,0,0,0,0,0,0
impatience,kärsimättömyys,0,1,0,0,0,0,0,0,0,0
impatient,kärsimätön,0,1,0,1,0,0,0,0,0,0
impeach,syyttää virkavirheestä,0,1,0,0,1,1,0,0,0,0
impeachment,virkasyyte,0,1,0,0,0,0,0,0,0,0
impeccable,moitteeton,1,0,0,0,0,0,0,0,0,1
impede,haitata,0,1,0,0,0,0,0,0,0,0
impediment,este,0,0,0,0,0,0,0,0,0,0
impelled,NO TRANSLATION,0,0,0,0,0,0,0,0,0,0
impending,lähestyvä,0,0,0,1,0,1,0,0,0,0
impenetrable,käsittämätön,0,0,0,0,0,0,0,0,0,1
imperative,imperatiivi,0,0,0,0,0,0,0,0,0,0
imperceptible,huomaamaton,0,0,0,0,0,0,0,0,0,0
imperfection,puutteellisuus,0,1,0,0,0,0,0,0,0,0
imperfectly,epätäydellisesti,0,1,0,0,0,0,0,0,0,0
imperial,keisarillinen,0,0,0,0,0,0,0,0,0,0
impermeable,läpäisemätön,0,0,1,0,0,1,0,0,0,0
impermissible,luvattomia,0,0,0,0,0,0,0,0,0,0
impersonal,persoonaton,0,0,0,0,0,0,0,0,0,0
impersonate,imitoida,0,1,0,0,0,0,0,0,0,0
impersonation,imitointi,0,1,0,0,0,0,0,0,0,0
impervious,läpäisemätön,1,0,0,0,0,0,0,0,0,0
impetus,sysäys,0,0,0,0,0,0,0,0,0,0
implacable,leppymätön,0,1,0,0,0,0,0,0,0,0
implant,istuttaa,0,0,0,0,0,0,0,0,0,0
implantation,istutusta,0,0,0,0,0,0,0,0,0,0
implanted,istutettu,0,0,0,0,0,0,0,0,0,0
implement,toteuttaa,0,0,0,0,0,0,0,0,0,0
implicate,sotkea,0,1,1,0,0,0,0,0,0,0
implicated,sekaantunut,0,0,0,0,0,0,0,0,0,0
implication,epäsuorasti,0,0,0,0,0,0,0,0,0,0
implied,epäsuora,0,0,0,0,0,0,0,0,0,0
implore,kerjätä,0,0,0,0,0,0,0,0,0,0
implosion,luhistuminen,0,0,0,0,0,0,0,0,0,0
imply,vihjata,0,0,0,0,0,0,0,0,0,0
impolite,epäkohtelias,0,1,0,0,1,0,0,0,0,0
import,tuonti,0,0,0,0,0,0,0,0,0,0
importance,merkitys,1,0,0,1,0,0,0,0,0,0
important,tärkeä,1,0,0,0,0,0,0,0,0,1
importation,tuonti,0,0,0,0,0,0,0,0,0,0
impose,määrätä,0,0,0,0,0,0,0,0,0,0
imposing,vaikuttava,0,0,0,0,0,0,0,0,0,0
imposition,määrääminen,0,1,0,0,0,0,0,0,0,0
impossibility,mahdottomuus,0,0,0,0,0,0,0,0,0,0
impossible,mahdoton,0,1,0,0,0,0,0,1,0,0
impotence,impotenssi,0,1,1,0,0,1,0,1,0,0
impotent,impotentti,0,1,0,0,0,0,0,0,0,0
impound,takavarikoida,0,1,0,0,0,0,0,0,0,0
impracticable,mahdoton toteuttaa,0,1,0,0,0,0,0,0,0,0
impress,tehdä vaikutus,1,0,0,0,0,0,0,0,0,0
impression,vaikutus,1,0,0,0,0,0,0,0,0,0
impressionable,vaikutuksille altis,0,0,0,0,0,0,0,0,0,1
imprint,jälki,0,0,0,0,0,0,0,0,0,0
imprison,vangita,0,1,0,0,0,0,0,0,0,0
imprisoned,vangittiin,0,1,1,0,1,1,0,1,0,0
imprisonment,vankeus,0,1,1,0,1,1,0,1,0,0
improbable,epätodennäköinen,0,0,0,0,0,0,0,0,0,0
impromptu,improvisoitu,0,0,0,0,0,0,0,0,0,0
impropriety,sopimattomuus,0,1,0,0,0,0,0,0,0,0
improve,parantaa,1,0,0,1,0,0,1,0,0,1
improved,parantunut,1,0,0,0,0,0,0,0,0,0
improvement,parannus,1,0,0,0,0,0,1,0,0,1
improving,parantaminen,1,0,0,0,0,0,0,0,0,0
improvisation,improvisointi,0,0,0,0,0,0,0,0,1,0
improvise,improvisoida,1,0,0,1,0,0,0,0,1,0
improvised,improvisoitua,0,0,0,0,0,0,0,0,0,0
imprudent,harkitsematon,0,1,0,0,0,0,0,1,0,0
impulse,impulssi,0,0,0,0,0,0,0,0,0,0
impunity,rankaisemattomuus,0,0,0,0,0,0,0,0,0,0
impure,epäpuhdas,0,1,0,0,1,0,0,0,0,0
impurity,epäpuhtaus,0,1,0,0,1,0,0,0,0,0
imputation,syyksi lukeminen,0,1,0,0,0,0,0,0,0,0
inability,kykenemättömyys,0,1,0,0,0,0,0,1,0,0
inaccessible,luoksepääsemätön,0,1,0,0,0,0,0,0,0,0
inaccurate,epätarkka,0,1,0,0,0,0,0,0,0,0
inaction,toimettomuus,0,1,0,0,0,0,0,0,0,0
inactivate,inaktivoida,0,0,0,0,0,0,0,0,0,0
inactivation,inaktivointi,0,0,0,0,0,0,0,0,0,0
inactive,epäaktiivinen,0,0,0,0,0,0,0,0,0,0
inactivity,toimettomuus,0,1,0,0,0,0,0,0,0,0
inadequacy,riittämättömyys,0,1,0,0,0,0,0,0,0,0
inadequate,epäpätevä,0,1,0,0,0,0,0,1,0,0
inadmissible,tutkimatta,0,1,1,0,1,0,0,0,0,0
inadvertent,tahaton,0,0,0,0,0,0,0,0,0,0
inadvertently,vahingossa,0,0,0,0,0,0,0,0,0,0
inalienable,luovuttamaton,1,0,0,0,0,0,0,0,0,0
inane,typerä,0,1,0,0,0,0,0,0,0,0
inanimate,eloton,0,0,0,0,0,0,0,0,0,0
inapplicable,soveltumaton,0,1,0,0,0,0,0,0,0,0
inappropriate,sopimaton,0,1,1,0,1,0,0,1,0,0
inattention,tarkkaamattomuus,0,1,1,0,0,0,0,0,0,0
inaudible,kuulumaton,0,1,0,0,0,0,0,0,0,0
inaugural,virkaanastujaiset,0,0,0,1,0,0,0,0,0,0
inaugurate,vihkiä,0,0,0,0,0,0,0,0,0,0
inauguration,virkaanastujaiset,1,0,0,1,0,0,1,0,0,1
inborn,synnynnäinen,0,0,0,0,0,0,0,0,0,0
inbred,sisäsiittoinen,0,0,0,0,0,0,0,0,0,0
incalculable,mittaamaton,0,1,0,0,0,0,0,0,0,0
incandescent,hehkuva,0,0,0,0,0,0,0,0,0,0
incapable,kyvytön,0,0,0,0,0,0,0,0,0,0
incapacity,kykenemättömyys,0,1,0,0,0,0,0,0,0,0
incarceration,vangitseminen,0,1,1,0,1,1,0,1,0,0
incase,varalta,0,1,1,0,1,1,0,1,0,0
incendiary,palopommi,0,1,1,0,0,1,0,0,1,0
incense,suitsuke,0,1,1,0,0,0,0,0,0,0
incentive,kannustin,0,0,0,0,0,0,0,0,0,0
inception,alku,0,0,0,0,0,0,0,0,0,0
incessant,lakkaamaton,0,1,0,0,0,0,0,0,0,0
incessantly,lakkaamatta,0,0,0,0,0,0,0,0,0,0
incest,insesti,0,1,1,0,1,1,0,1,0,0
incestuous,insesti-,0,1,0,0,1,0,0,0,0,0
inch,tuuma,0,0,0,0,0,0,0,0,0,0
incidence,esiintyvyys,0,0,0,0,0,0,0,0,0,0
incident,tapaus,0,0,0,0,0,0,0,0,1,0
incidentally,muuten,0,0,0,0,0,0,0,0,0,0
incineration,poltto,0,1,0,0,0,0,0,0,0,0
incipient,alkava,0,0,0,0,0,0,0,0,0,0
incision,viilto,0,0,0,0,0,0,0,0,0,0
incisive,terävä,1,0,0,0,0,0,0,0,0,0
incite,yllyttää,0,1,1,1,0,1,0,0,0,0
incitement,yllytys,0,0,0,0,0,0,0,0,0,0
inclement,kolea,0,1,0,0,0,0,0,0,0,0
inclination,kaltevuus,0,0,0,0,0,0,0,0,0,0
incline,rinne,0,0,0,0,0,0,0,0,0,1
inclined,taipuvainen,0,0,0,0,0,0,0,0,0,0
include,sisältää,1,0,0,0,0,0,0,0,0,0
included,Sisältää,1,0,0,0,0,0,0,0,0,0
including,mukaan lukien,1,0,0,0,0,0,0,0,0,0
inclusion,sisällyttäminen,0,0,0,0,0,0,0,0,0,1
inclusive,täydellinen,1,0,0,0,0,0,0,0,0,0
incognito,tuntemattomana,0,0,0,0,0,0,0,0,0,0
incoherent,sekava,0,1,0,0,0,0,0,0,0,0
income,tulo,1,1,0,1,0,0,1,1,0,1
incoming,saapuva,0,0,0,0,0,0,0,0,0,0
incompatible,yhteensopimaton,0,1,1,0,1,0,0,1,0,0
incompetence,epäpätevyys,0,1,0,0,0,0,0,0,0,0
incompetent,epäpätevä,0,1,1,0,0,0,0,1,0,0
incompletely,epätäydellisesti,0,0,0,0,0,0,0,0,0,0
incompleteness,epätäydellisyys,0,1,0,0,0,0,0,0,0,0
incomprehensible,käsittämätön,0,1,0,0,0,0,0,0,0,0
inconclusive,tulokseton,0,0,0,0,0,0,0,0,0,0
incongruous,nurinkurinen,0,1,1,0,0,0,0,0,0,0
inconsequential,merkityksetön,0,1,0,0,0,0,0,1,0,0
inconsiderate,ajattelematon,0,1,1,0,1,0,0,1,0,0
inconsistency,epäjohdonmukaisuus,0,1,0,0,0,0,0,0,0,0
inconspicuous,huomaamaton,0,0,0,0,0,0,0,0,0,0
incontinence,pidätyskyvyttömyys,0,0,0,0,0,0,0,0,1,0
inconvenient,epämukava,0,1,1,0,1,0,0,1,0,0
incorporate,sisällyttää,0,0,0,0,0,0,0,0,0,0
incorporation,liittäminen,0,0,0,0,0,0,0,0,0,0
incorrect,väärä,0,1,0,0,0,0,0,0,0,0
increase,lisääntyä,1,0,0,0,0,0,0,0,0,0
increased,lisääntynyt,0,0,0,0,0,0,0,0,0,0
incredulous,epäuskoinen,0,1,1,0,1,0,0,0,0,0
increment,lisäys,0,0,0,0,0,0,0,0,0,0
incrimination,rangaistavuuden,0,1,0,0,0,1,0,1,0,0
incubation,itämisaika,0,0,0,0,0,0,0,0,0,0
incubus,Incubus,0,1,0,0,1,1,0,0,0,0
incur,koitua,0,1,0,0,0,0,0,0,0,0
incurable,parantumaton,0,1,1,0,1,1,0,1,0,0
incursion,tunkeutuminen,0,1,0,0,0,1,0,0,0,0
indebted,velkaantunut,0,0,0,0,0,0,0,0,0,0
indecency,säädyttömyys,0,0,1,0,1,0,0,0,0,0
indecent,säädytön,0,1,0,0,1,0,0,0,0,0
indecision,päättämättömyys,0,1,0,0,0,0,0,0,0,0
indecisive,päättämätön,0,1,0,0,0,0,0,0,0,0
indefensible,kestämätön,0,1,0,0,0,1,0,0,0,0
indelible,lähtemätön,1,0,0,0,0,0,0,0,0,1
indemnification,korvaus,0,0,0,0,0,0,0,0,0,0
indemnify,hyvittää,0,1,0,0,0,0,0,0,0,0
indemnity,korvaus,1,0,0,0,0,0,0,0,0,1
indent,sisennys,0,0,0,0,0,0,0,0,0,1
indentation,sisennys,0,0,0,0,0,0,0,0,0,0
indenture,indenture,0,1,1,0,0,0,0,0,0,0
independence,itsenäisyys,1,0,0,1,0,0,1,0,1,1
independent,itsenäinen,0,0,0,0,0,0,0,0,0,0
indescribable,sanoin kuvaamaton,0,0,0,0,0,0,0,0,0,0
indestructible,rikkoutumaton,1,0,0,0,0,0,0,0,0,1
indeterminate,määrittelemätön,0,1,0,0,0,0,0,0,0,0
index,indeksi,0,0,0,0,0,0,0,0,0,0
indicating,ilmaisee,0,0,0,0,0,0,0,0,0,0
indication,osoitus,0,0,0,0,0,0,0,0,0,0
indicative,alustava,0,0,0,0,0,0,0,0,0,0
indicator,indikaattori,0,0,0,0,0,0,0,0,0,0
indice,NO TRANSLATION,0,0,0,0,0,0,0,0,0,0
indict,syyttää,0,1,1,0,0,1,0,0,0,0
indictment,syyte,0,1,0,0,0,1,0,0,0,0
indifference,välinpitämättömyys,0,1,1,0,1,1,0,1,0,0
indigenous,kotoperäinen,0,0,0,0,0,0,0,0,0,0
indigent,köyhä,0,1,0,0,0,0,0,1,0,0
indigestion,ruoansulatushäiriöt,0,0,0,0,0,0,0,0,0,0
indignant,tuohtunut,0,1,1,0,0,0,0,0,0,0
indignation,närkästys,0,1,1,0,1,0,0,0,0,0
indigo,indigo,0,0,0,0,0,0,0,0,0,0
indirect,epäsuora,0,0,0,0,0,0,0,0,0,0
indispensable,välttämätön,0,0,0,0,0,0,0,0,0,0
indistinct,epäselvä,0,1,0,0,0,0,0,0,0,0
indistinguishable,mahdoton erottaa,0,0,0,0,0,0,0,0,0,0
individuality,yksilöllisyys,1,0,0,0,0,0,0,0,0,0
indivisible,jakamaton,0,0,0,0,0,0,0,0,0,1
indoctrination,indoktrinaatio,0,1,1,0,0,1,0,0,0,0
indolent,laiska,0,1,0,0,0,0,0,0,0,0
indomitable,lannistumaton,1,0,0,0,0,1,0,0,0,0
indoor,sisä-,0,0,0,0,0,0,0,0,0,0
induce,indusoida,0,0,0,0,0,0,0,0,0,0
induced,indusoi,0,0,0,0,0,0,0,0,0,0
inducement,houkutin,0,0,0,0,0,0,0,0,0,0
induction,induktio,0,0,0,0,0,0,0,0,0,0
indulge,langeta,0,0,0,0,0,0,0,0,0,0
indulgence,hemmottelu,0,0,0,0,0,0,0,0,0,0
indulgent,hemmotteleva,0,0,0,0,0,0,0,0,0,0
industrious,ahkera,0,0,0,0,0,0,0,0,0,0
industry,ala,0,0,0,0,0,0,0,0,0,0
ineffable,sanomaton,1,0,0,0,0,0,0,0,0,0
ineffective,tehoton,0,1,0,0,0,0,0,0,0,0
ineffectual,tulokseton,0,1,0,0,1,0,0,0,0,0
inefficiency,tehottomuus,0,1,0,0,1,0,0,1,0,0
inefficient,tehoton,0,1,0,0,0,0,0,1,0,0
inelastic,joustamaton,0,0,0,0,0,0,0,0,0,0
ineligible,tukikelpoisia,0,0,0,0,0,0,0,0,0,0
inept,taitamaton,0,1,1,0,1,0,0,0,0,0
ineptitude,taitamattomuus,0,1,0,0,1,1,0,1,0,0
inequality,eriarvoisuus,0,1,1,0,0,1,0,1,0,0
inequitable,epäoikeudenmukainen,0,1,0,0,0,0,0,0,0,0
inert,inertti,0,1,0,0,0,0,0,0,0,0
inertia,inertia,0,0,0,0,0,0,0,0,0,0
inevitable,väistämätön,0,0,0,0,0,0,0,0,0,0
inexact,epätarkka,0,0,0,0,0,0,0,0,0,0
inexcusable,anteeksiantamaton,0,1,1,0,1,0,0,1,0,0
inexhaustible,ehtymätön,0,0,0,0,0,0,0,0,0,0
inexpensive,halpa,1,0,0,0,0,0,0,0,0,0
inexperience,NO TRANSLATION,0,1,0,0,0,0,0,0,0,0
inexperienced,kokematon,0,1,0,0,0,0,0,0,0,0
inexplicable,selittämätön,0,1,0,0,0,0,0,0,1,0
infallibility,pettämättömyys,0,0,0,0,0,0,0,0,0,1
infallible,erehtymätön,1,0,0,0,0,0,0,0,0,0
infamous,pahamaineinen,0,1,1,0,1,1,0,0,0,0
infamy,häpeällisyys,0,1,0,0,0,0,0,1,0,0
infancy,lapsuus,0,0,0,0,0,0,0,0,0,0
infant,pikkulasten,1,0,0,1,0,1,1,0,1,0
infanticide,lapsenmurha,0,1,1,1,1,1,0,1,0,0
infantile,infantiili,0,1,1,0,1,0,0,0,0,0
infantry,jalkaväki,0,0,0,0,0,0,0,0,0,0
infarct,infarktin,0,1,0,0,0,1,0,0,1,0
infatuation,ihastus,0,0,0,0,0,0,0,0,0,0
infeasible,toteuttamiskelvoton,0,0,0,0,0,0,0,0,0,0
infect,tartuttaa,0,1,0,0,1,0,0,0,0,0
infection,infektio,0,1,0,0,0,1,0,0,0,0
infectious,tarttuva,0,1,0,0,1,1,0,1,0,0
infer,tehdä johtopäätös,0,0,0,0,0,0,0,0,0,0
inference,päättely,0,0,0,0,0,0,0,0,0,0
inferential,inferential,0,0,0,0,0,0,0,0,0,0
inferior,huonompi,0,1,0,0,0,0,0,1,0,0
inferiority,alemmuus,0,1,0,0,0,0,0,0,0,0
inferno,helvetti,0,1,1,0,0,1,0,0,0,0
infertile,hedelmätön,0,0,0,0,0,0,0,0,0,0
infertility,hedelmättömyys,0,1,0,0,0,0,0,1,0,0
infestation,tartuntoja,0,1,0,0,1,1,0,0,0,0
infidel,uskoton,0,1,1,0,1,1,0,0,0,0
infidelity,uskottomuus,0,1,1,0,1,1,0,1,0,0
infiltration,tunkeutuminen,1,1,0,0,0,0,0,0,0,0
infinite,ääretön,1,0,0,0,0,0,0,0,0,0
infinitely,äärettömän,0,0,0,0,0,0,0,0,0,0
